1,account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count
986,135665053303678,554127454790767,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554127454790767,9/26/2016,"[0,1,0,0]","[0,0,0,1]",,1178,3724,67
987,135665053303678,554241688112677,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554241688112677,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,20,99,7
988,135665053303678,554261528110693,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554261528110693,9/26/2016,"[0,1,0,0]","[0,0,0,1]",,140,127,12
989,135665053303678,554277404775772,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554277404775772,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,57,240,90
990,135665053303678,554307944772718,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554307944772718,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,284,587,275
991,135665053303678,554325304770982,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554325304770982,9/26/2016,"[0,1,0,0]","[1,0,0,0]",,650,1138,27
992,135665053303678,554342468102599,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554342468102599,9/26/2016,"[0,1,0,0]","[0,0,1,0]",,3,53,7
993,135665053303678,554360488100797,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554360488100797,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,23,46,16
994,135665053303678,554371828099663,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554371828099663,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,50,96,9
995,135665053303678,554402708096575,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554402708096575,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,64,154,8
996,135665053303678,554416098095236,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554416098095236,9/26/2016,"[0,1,0,0]","[0,0,1,0]",yes,126,467,29
997,135665053303678,554477861422393,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554477861422393,9/26/2016,"[1,0,0,0]","[1,0,0,0]",yes,,60,17
998,135665053303678,554127778124068,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554127778124068,9/27/2016,"[0,0,1,0]","[1,0,0,0]",,1209,1278,102
999,135665053303678,554490431421136,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554490431421136,9/27/2016,"[1,0,0,0]","[0,0,1,0]",yes,,66,32
1000,135665053303678,554502851419894,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554502851419894,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,50,113,18
1001,135665053303678,554502974753215,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554502974753215,9/27/2016,"[0,1,0,0]","[0,0,0,1]",,22,18,5
1002,135665053303678,554503008086545,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554503008086545,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,32,236,14
1003,135665053303678,554503064753206,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554503064753206,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,2,23,3
1004,135665053303678,554504311419748,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504311419748,9/27/2016,"[0,1,0,0]","[0,0,0,1]",,264,235,47
1005,135665053303678,554504451419734,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504451419734,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,4,11,0
1006,135665053303678,554504534753059,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504534753059,9/27/2016,"[0,1,0,0]","[0,0,0,1]",,1456,1071,116
1007,135665053303678,554504641419715,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504641419715,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,14,19,1
1008,135665053303678,554504701419709,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504701419709,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,12,51,73
1009,135665053303678,554504831419696,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554504831419696,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,108,162,5
1010,135665053303678,554505034753009,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554505034753009,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,1340,1270,130
1011,135665053303678,554505101419669,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554505101419669,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,76,149,3
1012,135665053303678,554505178086328,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554505178086328,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,308,435,512
1013,135665053303678,554505344752978,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554505344752978,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,14,28,15
1014,135665053303678,554509488085897,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554509488085897,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,474,1071,15
1015,135665053303678,554509564752556,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554509564752556,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,2,44,31
1016,135665053303678,554510084752504,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510084752504,9/27/2016,"[0,0,1,0]","[1,0,0,0]",,836,1030,22
1017,135665053303678,554510241419155,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510241419155,9/27/2016,"[0,0,1,0]","[1,0,0,0]",,1403,1688,25
1018,135665053303678,554510431419136,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510431419136,9/27/2016,"[0,0,1,0]","[1,0,0,0]",,402,398,9
1019,135665053303678,554510524752460,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510524752460,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,213,1404,67
1020,135665053303678,554510678085778,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510678085778,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,12,48,53
1021,135665053303678,554510764752436,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510764752436,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,2057,1681,166
1022,135665053303678,554510794752433,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510794752433,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,175,563,32
1023,135665053303678,554510844752428,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510844752428,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,19,40,13
1024,135665053303678,554510938085752,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554510938085752,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,11,40,7
1025,135665053303678,554597891410390,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554597891410390,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,15,26,6
1026,135665053303678,554612978075548,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554612978075548,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,100,173,10
1027,135665053303678,554629948073851,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554629948073851,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,76,149,3
1028,135665053303678,554657358071110,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554657358071110,9/27/2016,"[0,1,0,0]","[0,0,0,1]",yes,380,568,47
1029,135665053303678,554677078069138,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554677078069138,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,225,527,135
1030,135665053303678,554690588067787,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554690588067787,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,49,116,7
1031,135665053303678,554703414733171,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554703414733171,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,14,24,0
1032,135665053303678,554716558065190,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554716558065190,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,100,224,27
1033,135665053303678,554737894729723,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554737894729723,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,1340,1270,130
1034,135665053303678,554769691393210,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554769691393210,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,16,53,16
1035,135665053303678,554779854725527,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554779854725527,9/27/2016,"[0,1,0,0]","[0,0,1,0]",,14,61,0
1036,135665053303678,554840758052770,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/554840758052770,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,,27,6
1037,440106476051475,1245655948829853,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1245655948829853,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,1511,2281,191
1038,440106476051475,1245657488829699,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1245657488829699,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,572,1148,204
1039,440106476051475,1245659788829469,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1245659788829469,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,65,185,8
1040,440106476051475,1245660842162697,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1245660842162697,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,947,1689,535
1041,440106476051475,1245661855495929,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1245661855495929,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,2965,4607,3728
1042,440106476051475,1246091905452924,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246091905452924,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,13305,9490,932
1043,440106476051475,1246147322114049,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246147322114049,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,728,3120,84
1044,440106476051475,1246187652110016,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246187652110016,9/19/2016,"[0,1,0,0]","[1,0,0,0]",,3442,6399,242
1045,440106476051475,1246192692109512,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246192692109512,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,3700,14954,2563
1046,440106476051475,1246206985441416,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246206985441416,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,1860,9912,299
1047,440106476051475,1246207405441374,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246207405441374,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,4595,4899,256
1048,440106476051475,1246207908774657,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246207908774657,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,1203,1956,715
1049,440106476051475,1246209585441156,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246209585441156,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,246,2809,73
1050,440106476051475,1246242658771182,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246242658771182,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,95,259,16
1051,440106476051475,1246441708751277,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246441708751277,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,197,655,144
1052,440106476051475,1.24645E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246448645417250,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,734,3052,91
1053,440106476051475,1246475268747921,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246475268747921,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,54,109,39
1054,440106476051475,1246491382079643,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246491382079643,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,82,857,49
1055,440106476051475,1246565388738909,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246565388738909,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,981,6376,384
1056,440106476051475,1246567002072081,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246567002072081,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,1747,4987,774
1057,440106476051475,1246595435402571,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246595435402571,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,51,170,24
1058,440106476051475,1246596238735824,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246596238735824,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,130,271,27
1059,440106476051475,1246873882041393,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246873882041393,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,71,180,58
1060,440106476051475,1246874788707969,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246874788707969,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,2382,4632,854
1061,440106476051475,1246876025374512,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246876025374512,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,106,769,294
1062,440106476051475,1246879138707534,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246879138707534,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,1279,3339,420
1063,440106476051475,1.24688E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1246879678707480,9/20/2016,"[0,1,0,0]","[0,0,0,1]",,3697,5811,206
1064,440106476051475,1247110935351021,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247110935351021,9/20/2016,"[0,1,0,0]","[0,0,0,1]",,18054,17705,1487
1065,440106476051475,1247112968684151,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247112968684151,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,334,1303,55
1066,440106476051475,1247115938683854,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247115938683854,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,182,781,267
1067,440106476051475,1247208265341288,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247208265341288,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,104,572,166
1068,440106476051475,1.24732E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247315645330550,9/20/2016,"[0,1,0,0]","[0,0,0,1]",,2889,4174,925
1069,440106476051475,1247384335323681,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247384335323681,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,6053,8949,5697
1070,440106476051475,1247438335318281,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247438335318281,9/20/2016,"[0,1,0,0]","[0,1,0,0]",,1791,4120,137
1071,440106476051475,1.24748E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247476645314450,9/20/2016,"[0,1,0,0]","[0,0,1,0]",,32,138,58
1072,440106476051475,1247473121981469,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247473121981469,9/21/2016,"[0,1,0,0]","[0,0,1,0]",,137,265,37
1073,440106476051475,1.24748E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247478311980950,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,3304,3561,1443
1074,440106476051475,1247479088647539,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247479088647539,9/21/2016,"[0,1,0,0]","[0,0,0,1]",,1474,2551,538
1075,440106476051475,1.24779E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247794678615980,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,319,929,84
1076,440106476051475,1247833948612053,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247833948612053,9/21/2016,"[0,1,0,0]","[0,0,0,1]",,192,578,114
1077,440106476051475,1247930188602429,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1247930188602429,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,1048,2905,310
1078,440106476051475,1248049121923869,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248049121923869,9/21/2016,"[0,1,0,0]","[0,0,1,0]",,1346,2245,803
1079,440106476051475,1.24805E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248049411923840,9/21/2016,"[0,1,0,0]","[0,0,0,1]",,1581,2342,101
1080,440106476051475,1248070595255055,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248070595255055,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,4058,4494,449
1081,440106476051475,1248101115252003,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248101115252003,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,130,531,73
1082,440106476051475,1248135508581897,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248135508581897,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,5138,4696,3237
1083,440106476051475,1248162231912558,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248162231912558,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,502,934,134
1084,440106476051475,1248204025241712,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248204025241712,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,7234,21249,692
1085,440106476051475,1248211258574322,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248211258574322,9/21/2016,"[0,1,0,0]","[0,0,0,1]",,143,525,115
1086,440106476051475,1248221448573303,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248221448573303,9/21/2016,"[0,1,0,0]","[0,0,0,1]",,2492,3661,244
1087,440106476051475,1248260195236095,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248260195236095,9/21/2016,"[0,1,0,0]","[0,0,1,0]",,6271,16334,480
1088,440106476051475,1248280588567389,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248280588567389,9/21/2016,"[0,1,0,0]","[0,1,0,0]",,93,316,165
1089,440106476051475,1248224501906331,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248224501906331,9/22/2016,"[0,1,0,0]","[0,1,0,0]",,1121,6404,129
1090,440106476051475,1248227058572742,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248227058572742,9/22/2016,"[0,1,0,0]","[0,0,0,1]",,2590,4088,351
1091,440106476051475,1248227375239377,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248227375239377,9/22/2016,"[0,1,0,0]","[0,0,0,1]",,317,1011,384
1092,440106476051475,1248228565239258,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248228565239258,9/22/2016,"[0,1,0,0]","[0,1,0,0]",,20,336,10
1093,440106476051475,1248640028531445,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248640028531445,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,1760,5415,618
1094,440106476051475,1248719248523523,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248719248523523,9/22/2016,"[0,1,0,0]","[0,0,0,1]",,1372,3258,3183
1095,440106476051475,1248839651844816,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248839651844816,9/22/2016,"[0,1,0,0]","[0,0,0,1]",,1147,2340,696
1096,440106476051475,1248900275172087,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248900275172087,9/22/2016,"[0,1,0,0]","[0,1,0,0]",,304,1204,37
1097,440106476051475,1248905528504895,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248905528504895,9/22/2016,"[0,1,0,0]","[0,1,0,0]",,876,2476,111
1098,440106476051475,1248957208499727,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248957208499727,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,1136,1716,441
1099,440106476051475,1248987098496738,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1248987098496738,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,215,988,67
1100,440106476051475,1249041701824611,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249041701824611,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,5817,5148,186
1101,440106476051475,1249057001823081,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249057001823081,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,349,622,311
1102,440106476051475,1249061858489262,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249061858489262,9/22/2016,"[0,1,0,0]","[0,0,1,0]",,151,652,201
1103,440106476051475,1249121558483292,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249121558483292,9/22/2016,"[0,1,0,0]","[0,0,0,1]",,1670,2359,870
1104,440106476051475,1249022148493233,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249022148493233,9/23/2016,"[0,1,0,0]","[0,1,0,0]",,54,757,41
1105,440106476051475,1249062208489227,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249062208489227,9/23/2016,"[0,1,0,0]","[0,1,0,0]",,209,980,40
1106,440106476051475,1249122865149828,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249122865149828,9/23/2016,"[0,0,0,1]","[0,0,1,0]",,3,47,7
1107,440106476051475,1249124161816365,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249124161816365,9/23/2016,"[0,1,0,0]","[0,0,0,1]",,3925,15781,297
1108,440106476051475,1249131348482313,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249131348482313,9/23/2016,"[0,1,0,0]","[0,1,0,0]",,120,492,214
1109,440106476051475,1.24913E+15,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249132111815570,9/23/2016,"[0,1,0,0]","[0,0,0,1]",,1175,1568,242
1110,440106476051475,1249132908482157,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249132908482157,9/23/2016,"[0,1,0,0]","[1,0,0,0]",,29,159,65
1111,440106476051475,1249133618482086,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249133618482086,9/23/2016,"[0,1,0,0]","[0,0,1,0]",,295,854,100
1112,440106476051475,1249432448452203,"[0,0,1]","[0,0,0,0,1,0,0,0,0]",https://www.facebook.com/FreedomDailyNews/posts/1249432448452203,9/23/2016,"[0,1,0,0]","[0,1,0,0]",,31,145,16
